customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5970-IYXPJ,Male,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,70.07,5089.3,No
8320-MSKBC,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.46,2024.15,No
8214-QRCRZ,Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),64.24,64.78,Yes
3113-YXCHL,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),81.07,1833.42,Yes
2357-HUNUQ,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),98.52,3140.71,Yes
1768-KIGBQ,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.71,380.95,No
9808-GOTQC,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.55,149.8,Yes
9752-NXPEJ,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,37.46,1047.75,No
8897-OJUGZ,Male,0,Yes,Yes,72,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,80.37,5587.66,Yes
3987-RXSOH,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.91,157.6,Yes
2481-SNBAW,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.3,1634.83,No
8602-VYNJJ,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.5,606.21,Yes
6132-ITDVJ,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,87.38,3667.81,No
7981-AEILZ,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),76.98,1610.75,Yes
8342-ACEVQ,Male,1,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.87,589.21,No
9560-HOZJA,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.43,1798.31,No
4561-YEPWY,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.93,6850.95,No
4773-XCQPH,Female,0,Yes,Yes,21,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,82.61,1753.33,Yes
4741-MOWQO,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,88.22,3951.97,No
2201-PWVXF,Male,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,72.63,2873.59,No
6640-YYABS,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,93.77,192.88,Yes
6804-ZFCFC,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.7,65.36,Yes
8838-HMPBM,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.63,1575.2,No
3198-PJVII,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.62,2061.12,Yes
8505-JJIVO,Male,1,Yes,No,14,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,81.19,1091.85,No
4726-FANRX,Female,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),53.15,3650.75,No
7174-UQARJ,Female,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),88.0,183.58,Yes
5491-BQCJP,Male,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),59.63,631.2,Yes
2341-LFZXG,Male,0,No,No,67,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),78.02,5035.15,No
2816-DTWZP,Female,0,No,No,23,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.77,1213.71,Yes
7141-WRKFI,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.89,1179.09,No
1129-SBVMX,Female,1,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),89.23,184.14,No
4138-IEWXM,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.62,1837.22,No
8636-EFGZJ,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,108.44,315.64,Yes
3728-QQQPT,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,66.25,532.72,Yes
2379-TIMLK,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.17,381.4,Yes
8923-KINCE,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.28,2734.6,Yes
6366-BXDEK,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),82.75,5433.43,No
4846-TRMKI,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.65,891.96,Yes
3594-GVIVE,Female,0,No,No,3,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.07,213.5,No
4907-QRSDF,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.97,2217.71,Yes
2672-SPPQR,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,97.62,6767.56,No
3694-LTYFV,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.05,30.07,Yes
1421-EZALZ,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),89.83,2837.54,Yes
5352-HVBHT,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.24,1260.37,No
1372-HUQIT,Male,1,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.04,3831.09,No
8792-CACDF,Male,0,No,Yes,57,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,84.22,4708.28,No
6593-YBLHI,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),66.13,132.06,Yes
7792-TMBMI,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,100.04,2700.47,Yes
9354-YERYQ,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.47,213.49,Yes
9213-SREJN,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,88.88,4180.9,Yes
1946-FJOUV,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,88.25,174.5,Yes
5380-UIGFW,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.36,177.91,Yes
5566-DJNUX,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),76.35,1098.81,No
7277-EUDBF,Female,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),87.83,6448.33,No
1532-XFCHI,Female,1,No,No,53,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,63.95,3380.94,No
1546-SKNBG,Female,0,No,Yes,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,82.54,85.99,Yes
8327-KJINM,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.7,398.81,Yes
8002-SBTYF,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.47,76.44,Yes
9533-EDIVJ,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,56.7,751.56,Yes
6828-HHELG,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,98.04,5178.62,No
4791-GSAIR,Female,1,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),76.95,4542.02,No
8129-UFPKJ,Female,1,Yes,No,62,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.48,5913.98,No
3782-TSZOP,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.28,1824.94,No
5688-OJLLT,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,101.34,2004.46,Yes
5623-TETET,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,73.53,4776.23,No
7627-POUKS,Female,0,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.85,1184.34,No
2891-DNIMP,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,80.0,2915.52,No
7837-JUOQV,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.7,6737.55,No
2829-EHBPT,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.24,1494.91,No
9035-HZBWH,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),98.31,6980.41,No
7389-ZNGIN,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,81.5,567.15,No
6447-RMWNH,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.56,661.7,Yes
1107-EMOVK,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,106.24,7197.54,No
7318-WUUKM,Male,0,No,No,22,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,66.23,1522.13,Yes
8992-BLNGZ,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,57.73,3575.88,No
3006-LIIOA,Female,0,Yes,No,51,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),66.49,3538.65,No
6167-HQOXA,Female,1,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.77,1541.61,No
4605-FCACX,Male,1,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.57,20.43,Yes
4592-YSQXH,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,88.04,2197.81,No
3063-LZXFF,Female,0,No,No,67,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.22,5582.11,No
9704-NUZUB,Female,0,Yes,Yes,31,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,71.64,2192.88,No
6235-DKRJQ,Female,0,Yes,Yes,51,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.1,3717.24,No
9395-RWWII,Female,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,97.38,5665.5,No
5443-PKBYH,Male,1,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),72.91,212.09,Yes
6971-ETUBU,Male,1,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.69,133.92,No
6795-FWJCU,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.17,1404.03,No
5882-BNDPU,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.81,142.9,Yes
2608-PRHWK,Female,0,No,No,17,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,61.64,1000.96,No
5570-SHSDJ,Female,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,82.0,5574.66,No
1559-VXQTO,Female,0,No,No,40,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,62.22,2433.58,No
2674-LBDCI,Male,0,No,Yes,70,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,91.91,6708.73,No
9755-AUTHS,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.5,550.59,No
4434-NJSXU,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,81.94,3734.59,No
4767-CKQWZ,Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,73.63,1004.43,No
9223-KDBQY,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.22,84.79,No
7030-DMFTQ,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),78.24,5821.31,No
3691-KSYSH,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.2,325.33,Yes
4309-BIJZQ,Male,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.33,365.15,Yes
7322-EPITV,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),103.8,6461.17,No
1264-TFRFS,Female,0,No,No,62,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,55.08,3462.06,No
5958-MXPWK,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.53,1575.93,No
3196-XDLVT,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.33,38.46,No
4389-ZXSBI,Female,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.64,55.34,Yes
6852-WATOR,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),96.88,2528.91,No
3349-DPXVA,Female,1,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.56,3481.86,Yes
4564-NJKBY,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.92,32.72,Yes
7969-JIBXS,Male,0,No,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.97,273.71,No
5112-NVKPK,Female,0,No,No,53,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),92.32,4969.79,No
4293-CMHPX,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,91.13,4416.2,Yes
6327-JJSJF,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),94.73,192.16,No
5012-MXXNL,Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.87,2001.94,No
7287-AIFPC,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.67,890.84,Yes
5940-HYWKA,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.76,2373.68,No
7090-GKNQP,Male,0,No,No,70,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.86,4150.88,Yes
6509-SMYZN,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.15,1080.45,No
4808-ASFRJ,Male,0,No,No,23,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,62.99,1424.51,No
5658-KWVWX,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,75.68,927.45,No
7909-XLUPN,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,98.42,6027.99,No
7544-POWOE,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.53,624.45,Yes
2774-IGJWM,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),97.41,4515.62,No
4484-DRLQI,Male,1,No,No,39,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.2,3214.74,No
4216-DVWVK,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.21,794.22,Yes
9846-SFHFZ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,101.14,7367.84,No
6473-SIEEY,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,78.85,5018.08,No
6835-PFICH,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.03,71.15,Yes
9254-CDANI,Male,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),94.98,2264.97,No
8816-PEBWK,Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.03,1113.86,No
9487-EDYVN,Male,0,Yes,Yes,69,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,71.15,4962.66,No
8227-BQDBE,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.51,283.86,No
4374-KJCVN,Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,38.41,2698.64,No
8640-WDLOM,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.07,148.76,Yes
5065-RYOOJ,Male,1,No,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.23,882.18,Yes
9181-HMIAA,Male,1,Yes,No,49,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,75.54,3795.08,No
6397-IIIQL,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.54,149.07,Yes
7015-QQCZM,Male,0,No,No,70,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,91.7,6140.13,No
8489-DNPSB,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.89,73.51,No
3859-ZYDLX,Male,0,Yes,Yes,72,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),86.55,6242.01,No
7723-NBWLJ,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.63,2736.2,No
8222-TNHYY,Male,0,Yes,Yes,65,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,45.33,2863.93,No
1726-ZTHKP,Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.27,768.14,No
9849-REUGB,Male,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),38.68,1329.72,No
5003-WTFLR,Female,1,Yes,Yes,27,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,61.09,1693.83,No
6622-UCAXS,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,98.31,6794.07,Yes
4220-MCDDK,Female,0,Yes,No,1,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.42,82.32,No
9243-RKUZN,Male,1,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,83.38,1723.96,No
2834-RGIDW,Male,0,No,No,72,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),72.19,5079.49,No
5777-PLRWA,Male,1,Yes,No,19,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.01,1546.53,Yes
3703-PSWTU,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,85.57,1950.15,Yes
7880-RVCQV,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,93.59,4145.92,No
7087-VJIEW,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,88.44,6281.37,No
9337-SHWLK,Male,1,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.08,1343.25,Yes
6801-SLXPI,Female,0,No,No,71,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,69.59,4923.23,No
3034-CAOOE,Female,0,Yes,Yes,12,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,85.11,976.9,No
7878-YBFEN,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.62,2082.65,No
1814-FCRYX,Male,0,No,No,12,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,91.0,1070.35,Yes
4345-ZUUVX,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.22,156.92,Yes
3917-FNWZL,Male,0,No,No,63,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.12,5365.55,No
7405-KBWLL,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),83.74,2331.66,Yes
4501-FSAGB,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.22,574.4,Yes
2100-AEENW,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),92.34,2266.94,Yes
6738-EORBV,Male,0,No,No,44,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,87.5,3991.44,No
9418-DUTCA,Male,1,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.74,880.76,Yes
4969-VPREV,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,84.66,735.09,Yes
6979-HPRYZ,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,87.56,2711.33,No
1182-WJJDH,Female,1,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),70.39,66.89,Yes
4952-QJGPM,Female,0,Yes,Yes,47,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,79.96,3695.88,No
1877-DTWLO,Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,85.73,5640.15,No
4824-UMOZZ,Female,0,Yes,No,55,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,86.99,4589.8,No
6337-RDTWB,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),89.48,2577.01,No
2331-DURGO,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.8,928.44,No
9910-WNDRA,Female,1,No,No,1,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.06,75.97,Yes
